0.33809125,0.0,0.13477051,0.26040208,0.26719677,0.19343376,0.0,0.37297451,0.36810088,0.20551717,0.3719132,0.38142657,0.37353373,1.8112068,0.76292396,0.05106044,0.16701603,0.23031473,0.531301,0.77726126,0.25143528,0.41818047,0.099291325,0.24014306,0.253973,0.25280166,1.8113848,0.84300375,0.10543954,0.22035575,0.27439654,0.5652888,0.7845831,0.30182326,0.46266246,0.15971148,0.290125,0.3043052,0.30333817
0.33809018,0.0,0.1347655,0.2603997,0.2671945,0.19342995,0.0,0.3729744,0.36810064,0.21004355,0.37285745,0.38142657,0.37801313,1.8112383,0.76293445,0.051056385,0.16701412,0.2303145,0.531307,0.777272,0.25143552,0.41818428,0.093203306,0.24014306,0.24916387,0.25789738,1.8114153,0.8430151,0.10543555,0.22035408,0.27439606,0.56529415,0.784593,0.30182326,0.4626658,0.1424545,0.2910316,0.29964483,0.308133
0.3381815,0.0,0.13528395,0.26065397,0.26743448,0.19382489,0.0,0.37299216,0.36812866,0.20588338,0.36112177,0.36338198,0.20114481,1.8079538,0.7618532,0.051471233,0.16718507,0.2303524,0.53071237,0.7761605,0.25142884,0.4178269,0.09960151,0.24071789,0.42507648,0.08400273,1.8082365,0.8418715,0.105842054,0.22051919,0.27444756,0.5647341,0.7835721,0.30181694,0.4623214,0.16000098,0.2909485,0.46934712,0.14510018
0.33809018,0.0,0.13476574,0.26039994,0.26719463,0.19342995,0.0,0.3729744,0.36810064,0.21004355,0.37285745,0.38142657,0.37702847,1.8112383,0.76293445,0.051056385,0.16701412,0.2303145,0.531307,0.777272,0.25143552,0.41818428,0.093203306,0.24014306,0.25018716,0.2569368,1.8114153,0.84301496,0.10543561,0.22035408,0.27439606,0.565294,0.784593,0.30182326,0.4626658,0.1424545,0.2910316,0.3006364,0.30723238
0.33813524,0.0,0.13502145,0.26052535,0.267313,0.19362497,0.0,0.37298322,0.3681146,0.2056961,0.36336267,0.37192285,0.25439537,1.8096166,0.76240087,0.051261187,0.16709852,0.23033333,0.5310135,0.77672315,0.25143218,0.41800785,0.09944296,0.23251629,0.37764883,0.13723493,1.8098463,0.8424504,0.10563624,0.22043562,0.27442145,0.5650177,0.7840891,0.30182004,0.4624958,0.15985298,0.28232217,0.4241606,0.1950295
0.33775902,0.0,0.28317463,0.31982136,0.3450668,0.26312315,0.0,0.37065876,0.36444974,0.1630888,0.37050962,0.38142657,0.37853992,2.2819462,0.0,0.1883235,0.32986856,0.21699715,1.2075036,0.0,0.2522819,0.46471548,0.050698042,0.23789597,0.24834538,0.259691,2.2656689,0.0,0.23176587,0.37887096,0.26549888,1.2422463,0.0,0.30263746,0.50754666,0.09960568,0.28888917,0.2988515,0.30984664
0.33775914,0.0,0.28317463,0.31982136,0.3450668,0.26312315,0.0,0.37065876,0.36444974,0.1630888,0.37050962,0.38142657,0.37851262,2.2819462,0.0,0.1883235,0.32986856,0.21699715,1.2075033,0.0,0.2522819,0.46471548,0.05069828,0.23789597,0.24834538,0.25979853,2.2656684,0.0,0.23176587,0.37887096,0.26549888,1.2422463,0.0,0.30263746,0.50754666,0.09960574,0.28888917,0.2988515,0.30995083
0.33775902,0.0,0.28317463,0.31982136,0.3450668,0.26312315,0.0,0.37065876,0.36444974,0.1630888,0.37050962,0.38142657,0.37851393,2.2819462,0.0,0.1883235,0.32986856,0.21699715,1.2075033,0.0,0.2522819,0.46471548,0.05069828,0.23789597,0.24834538,0.25979328,2.2656684,0.0,0.23176587,0.37887096,0.26549888,1.2422463,0.0,0.30263746,0.50754666,0.09960574,0.28888917,0.2988515,0.30994582
0.33775902,0.0,0.28317463,0.31982136,0.3450668,0.26312315,0.0,0.37065876,0.36444974,0.1630888,0.37050962,0.38142657,0.37852728,2.2819462,0.0,0.1883235,0.32986856,0.21699715,1.2075033,0.0,0.2522819,0.46471548,0.05069828,0.23789597,0.24834538,0.25974107,2.2656684,0.0,0.23176587,0.37887096,0.26549888,1.2422463,0.0,0.30263746,0.50754666,0.09960574,0.28888917,0.2988515,0.30989516
0.33775902,0.0,0.28317463,0.31982136,0.3450668,0.26312315,0.0,0.37065876,0.36444974,0.1630888,0.37050962,0.38142657,0.3785267,2.2819462,0.0,0.1883235,0.32986856,0.21699715,1.2075033,0.0,0.2522819,0.46471548,0.05069828,0.23789597,0.24834538,0.2597432,2.2656684,0.0,0.23176587,0.37887096,0.26549888,1.2422463,0.0,0.30263746,0.50754666,0.09960574,0.28888917,0.2988515,0.30989742
